header1,header2,data length,command,control,Normal Speed,Angle Stepping,Speed Up Time,Speed Up Unit,Speed Down Time,Speed Down Unit,Lift Control (0-3),Special flag,max speed,min speed,Target X,Target Y,Target Angle,Current X,Current Y,Current Angle,PID_P ,PID_I ,PID_D ,PID_Gain,PID Control Time,Volume Melody,PID Activate Error Value,Condition,End command,Target end command,Traffic,Remote CF,Reveres,Delay,PID2_P(Free) ,PID2_I_Low(Free) ,Area Sensor Front,Area Sensor Right,Area Sensor Left,PID2_Gain(Free),maproute
AA,55,57,2,1,500,0,0,0,0,0,3,1,30,30,65680,0,-90000,,,,15,0,10,1,10,20,0,1,2,15000,0,0,0,0,1,0,0,0,0,1,1
AA,55,57,2,1,300,0,0,0,0,0,3,1,30,30,65680,0,-90000,,,,15,0,10,1,10,20,0,1,2,17500,0,0,0,0,1,0,0,0,0,1,1
AA,55,57,2,1,250,0,0,0,0,0,3,1,30,30,65680,0,-90000,,,,15,0,10,1,10,20,0,1,2,19200,0,0,0,0,1,0,0,0,0,1,1
AA,55,57,2,1,0,0,0,0,0,0,3,1,30,30,65680,0,-90000,,,,15,0,10,1,10,20,0,1,2,18000,0,0,0,3,1,0,1,1,1,1,3
AA,55,57,1,1,0,0,0,0,0,0,1,0,30,30,65680,0,0,,,,3,0,1,1,10,20,0,1,2,18000,0,0,0,10,1,0,1,1,1,1,3
AA,55,57,1,1,500,0,0,0,0,0,1,0,30,30,65680,0,0,,,,3,0,1,1,10,20,0,2,2,18600,0,0,0,0,1,0,1,1,1,1,1
AA,55,57,1,1,400,0,0,0,0,0,1,0,30,30,65680,0,0,,,,3,0,1,1,10,20,0,2,2,17500,0,0,0,0,1,0,1,1,1,1,1
AA,55,57,3,4,400,-1800,0,0,0,0,1,0,30,30,0,0,0,,,,3,0,1,1,10,20,0,1,3,180000,0,0,0,0,1,0,5,5,5,1,1
AA,55,57,3,4,400,-1800,0,0,0,0,1,0,30,30,0,0,0,,,,3,0,1,1,10,20,0,2,3,185000,0,0,0,0,1,0,5,5,5,1,1
AA,55,57,1,2,600,0,0,0,0,0,1,1,30,30,0,17300,0,,,,3,0,1,1,10,20,0,2,1,55000,0,0,0,0,1,0,7,7,7,1,1
AA,55,57,1,2,400,0,0,0,0,0,1,1,30,30,0,17300,0,,,,3,0,1,1,10,20,0,2,1,53500,0,0,0,0,1,0,6,6,6,1,1
AA,55,57,3,4,400,-1800,0,0,0,0,1,0,30,30,0,0,0,,,,3,0,1,1,10,20,0,2,3,103000,0,0,0,0,1,0,1,1,1,1,1
AA,55,57,1,1,1000,0,0,0,0,0,1,1,30,30,52600,0,0,,,,3,0,1,1,10,20,0,1,2,17000,0,0,0,0,1,0,7,7,7,1,1
AA,55,57,1,1,800,0,0,0,0,0,1,1,30,30,52220,0,0,,,,3,0,1,1,10,20,0,1,2,100000,0,0,0,0,1,0,6,6,6,1,1
AA,55,57,1,1,650,0,0,0,0,0,1,1,30,30,51970,0,0,,,,3,0,1,1,10,20,0,1,2,104000,0,0,0,0,1,0,7,7,7,1,1
AA,55,57,1,1,500,0,0,0,0,0,1,1,30,30,51900,0,0,,,,3,0,1,1,10,20,0,1,2,108000,0,0,0,0,1,0,6,6,6,1,1
AA,55,57,1,1,400,0,0,0,0,0,1,1,30,30,51700,0,0,,,,3,0,1,1,10,20,0,1,2,114300,0,0,0,0,1,0,5,5,5,1,1
AA,55,57,1,1,0,0,0,0,0,0,1,1,30,30,51700,0,0,,,,3,0,1,1,10,20,0,1,2,114300,0,0,0,2,1,0,4,4,4,1,1
AA,55,57,3,4,500,-1800,0,0,0,0,1,0,30,30,0,0,0,,,,3,0,1,1,10,20,0,2,3,6000,0,0,0,0,1,0,1,1,1,1,1
AA,55,57,2,2,0,0,0,0,0,0,2,1,30,30,0,111200,0,,,,10,0,8,1,10,20,0,2,1,55000,0,0,0,7,1,0,0,1,1,1,2
AA,55,57,2,2,400,0,0,0,0,0,2,1,30,30,0,113230,0,,,,10,0,8,1,10,20,0,2,1,52000,0,0,0,0,1,0,0,1,1,1,1
AA,55,57,2,2,200,0,0,0,0,0,2,1,30,30,0,113230,0,,,,10,0,8,1,10,20,0,2,1,50500,0,0,0,0,1,0,0,1,1,1,1
AA,55,57,2,2,0,0,0,0,0,0,1,1,30,30,0,113230,0,,,,10,0,8,1,10,20,0,2,1,51500,0,0,0,5,1,0,1,1,1,1,3
AA,55,57,2,2,0,0,0,0,0,0,1,1,30,30,0,113230,0,,,,10,0,8,1,10,20,0,2,1,51500,0,0,0,3,1,0,1,1,1,1,3
AA,55,57,1,2,0,0,0,0,0,0,1,0,30,30,0,0,0,,,,3,0,1,1,10,20,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1
